fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Alejandro Flores,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991",3.66,40%,2.02,54%,0.00,0%,0%,0.0
Colin Fletcher,"6' 2""",155 lbs.,,Orthodox,"Jan 08, 1983",3.10,34%,2.97,62%,0.00,0%,27%,0.0
Ty Flores,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993",2.00,37%,7.80,25%,1.00,9%,0%,0.0
Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",4.67,57%,4.17,55%,0.84,50%,100%,0.0
Luke Flores,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",1.56,44%,1.88,60%,0.00,0%,40%,1.2
Jon Fitch,"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,50%,1.65,54%,3.60,51%,56%,0.8
Cody Floyd,,,,,"Jul 18, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mal Foki,"5' 7""",220 lbs.,,Orthodox,,2.86,14%,14.29,54%,0.00,0%,0%,0.0
Bobby Flynn,,170 lbs.,,,,0.38,25%,0.77,0%,0.00,0%,0%,0.0
Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2.41,40%,1.85,63%,2.22,33%,60%,1.3
Caros Fodor,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",2.76,54%,2.83,54%,2.10,25%,50%,0.0
Matt Foki,"5' 7""",220 lbs.,,Orthodox,,0.00,0%,3.37,56%,0.00,0%,0%,0.0
AJ Fonseca,"5' 4""",145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",5.21,42%,3.83,62%,1.20,36%,48%,0.8
Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",2.11,24%,4.06,53%,1.79,75%,66%,1.2
Claudionor Fontinelle,"5' 5""",185 lbs.,,Orthodox,,2.62,42%,10.25,28%,0.00,0%,0%,0.0
Sterling Ford,"5' 10""",155 lbs.,,,"Mar 12, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Codale Ford,"5' 9""",170 lbs.,,,"May 13, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",3.83,46%,4.52,64%,0.45,8%,75%,0.5
Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",1.42,39%,2.34,64%,1.82,35%,87%,0.6
Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",2.08,32%,2.12,63%,2.32,58%,66%,0.0
Brian Foster,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",3.30,39%,1.63,65%,3.67,60%,37%,1.8
Francisco France,"6' 0""",205 lbs.,,,"Jan 21, 1983",0.54,33%,3.51,27%,0.00,0%,0%,6.1
John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982",1.83,48%,2.59,48%,2.68,80%,40%,0.3
Brandon Foxworth,"5' 11""",145 lbs.,,Orthodox,"Apr 28, 1979",1.33,32%,4.59,50%,0.00,0%,0%,0.0
Mason Fowler,"5' 11""",170 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",1.78,39%,2.85,55%,1.53,36%,37%,2.4
Glaico Franca Moreira,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",2.35,42%,3.46,47%,2.68,42%,76%,0.3
Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,"Jul 03, 1982",1.47,43%,2.50,49%,0.00,0%,16%,0.0
Rich Franklin,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",4.10,44%,2.07,62%,1.31,66%,63%,0.7
Zane Frazier,"6' 5""",250 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Zoila Frausto,"5' 4""",135 lbs.,,Orthodox,,0.77,31%,1.64,53%,0.00,0%,57%,0.0
Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",1.11,66%,6.11,4%,0.00,0%,0%,0.0
Gary Frazier,"6' 0""",245 lbs.,,Orthodox,,1.50,39%,2.77,46%,0.00,0%,100%,0.0
Stephanie Frausto,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 20, 1990",1.43,21%,3.57,60%,0.00,0%,0%,0.0
Ian Freeman,"5' 11""",225 lbs.,,Orthodox,"Nov 10, 1966",2.54,48%,3.11,44%,1.44,40%,80%,0.7
Jason Freeman,"6' 2""",225 lbs.,,,"Sep 02, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Willamy Freire,"5' 8""",155 lbs.,,,"Jul 28, 1987",1.53,37%,0.93,62%,0.50,100%,73%,0.0
Patricio Freire,"5' 5""",145 lbs.,"65""",,"Jul 07, 1987",2.84,41%,4.43,60%,0.60,18%,94%,0.6
Patricky Freire,"5' 7""",155 lbs.,"71""",,"Jun 01, 1986",3.06,44%,3.34,69%,1.26,33%,100%,0.0
Jeremy  Freitag,"6' 1""",205 lbs.,,,,0.00,0%,8.37,19%,0.00,0%,33%,1.9
Rafael Freitas,,205 lbs.,,Orthodox,,2.00,29%,8.00,51%,11.25,50%,0%,0.0
Clay French,"5' 7""",161 lbs.,,Southpaw,"Oct 07, 1980",1.52,50%,1.27,16%,0.00,0%,100%,0.0
Donavon Frelow,"5' 7""",135 lbs.,,Orthodox,"Jan 20, 1985",2.40,27%,3.20,52%,1.00,100%,26%,0.0
Mike French,"5' 10""",145 lbs.,,,"May 29, 1975",0.23,23%,2.17,42%,0.00,0%,22%,1.0
Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",2.73,37%,3.44,58%,2.59,37%,40%,1.1
Jinh Yu Frey,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",1.79,40%,3.35,44%,1.06,42%,83%,0.7
Artem Frolov,"5' 10""",185 lbs.,,,"Sep 07, 1991",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sarah Frota,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987",4.52,52%,2.57,55%,0.00,0%,53%,0.0
Don Frye,"6' 1""",219 lbs.,,Orthodox,"Nov 23, 1965",2.87,64%,3.57,37%,0.91,57%,45%,0.7
Katsuhisa Fujii,"6' 0""",205 lbs.,,Orthodox,"Aug 15, 1972",4.00,50%,4.43,64%,2.14,25%,50%,2.1
Tony Fryklund,"6' 0""",185 lbs.,,Orthodox,"Mar 26, 1971",3.49,39%,6.50,43%,0.00,0%,66%,0.5
Jesse Fujarczyk,"6' 4""",225 lbs.,,Southpaw,"Jan 28, 1983",1.03,33%,4.91,38%,0.00,0%,25%,0.0
Keisuke Fujiwara,"5' 6""",139 lbs.,,Switch,,0.73,44%,1.20,47%,0.00,0%,23%,2.5
Megumi Fujii,"5' 3""",113 lbs.,,,"Apr 26, 1974",2.40,42%,0.00,100%,0.00,0%,0%,12.0
Kazuyuki Fujita,"6' 0""",235 lbs.,,Orthodox,"Oct 16, 1970",1.05,49%,1.99,52%,2.78,36%,85%,0.6
Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",4.24,43%,3.71,64%,2.17,43%,70%,0.0
Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986",2.46,32%,3.50,54%,0.47,33%,69%,0.0
Sam Fulton,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Masakatsu Funaki,"6' 0""",185 lbs.,,Southpaw,"Mar 13, 1969",1.82,68%,2.92,35%,0.00,0%,0%,5.5
Travis Fulton,"6' 0""",240 lbs.,,Orthodox,"May 29, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ricardo Funch,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980",2.61,65%,3.57,40%,1.24,18%,60%,0.0
Katsuaki Furuki,"6' 0""",168 lbs.,,,"Nov 10, 1980",0.27,10%,2.67,39%,0.00,0%,0%,3.0
Gustavo Gabriel,"5' 6""",125 lbs.,,Orthodox,"Apr 01, 1994",4.06,65%,4.26,46%,0.00,0%,50%,0.0
James Gabert,,178 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",7.46,59%,7.99,55%,0.00,0%,69%,0.0
Alavutdin Gadjiev,"6' 2""",185 lbs.,,Orthodox,"Jun 23, 1982",0.99,27%,0.99,57%,0.00,0%,50%,0.0
Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,"Dec 07, 1988",3.31,41%,4.57,57%,3.03,42%,58%,0.7
Sheila Gaff,"5' 5""",135 lbs.,,Orthodox,"Dec 29, 1989",1.60,50%,2.89,28%,0.00,0%,20%,0.0
Muin Gafurov,"5' 7""",135 lbs.,,,"May 17, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984",2.76,46%,2.21,61%,1.16,25%,65%,1.9
Brandon Gaines,"6' 3""",185 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Travis Galbraith,"6' 0""",170 lbs.,,Orthodox,"May 18, 1981",2.21,40%,3.45,48%,1.33,25%,0%,1.3
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992",2.55,46%,3.65,42%,1.15,26%,40%,2.1
Dave Galera,"5' 11""",135 lbs.,,Orthodox,"Jan 12, 1978",1.67,69%,0.53,33%,0.00,0%,14%,2.0
Daniel Gallemore,"6' 5""",265 lbs.,,,,3.10,41%,6.00,52%,0.00,0%,0%,0.0
Tom Gallicchio,"5' 10""",170 lbs.,,Southpaw,"Sep 23, 1986",3.53,26%,7.07,43%,1.00,11%,0%,0.0
Turrell Galloway,"5' 3""",145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Zelg Galesic,"6' 2""",185 lbs.,,Orthodox,"Feb 16, 1979",4.86,62%,0.61,66%,1.30,100%,20%,1.3
Eric Galvan,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Lucas Gamaza,,170 lbs.,,,,7.57,31%,6.99,45%,0.00,0%,0%,0.0
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,"Jun 23, 1981",1.97,32%,3.86,61%,2.27,28%,88%,1.1
Andre Galvao,"5' 7""",168 lbs.,,Orthodox,"Sep 29, 1982",2.34,52%,1.56,58%,2.02,27%,0%,2.8
Joey Gambino,"5' 7""",145 lbs.,,Orthodox,"Oct 26, 1988",2.47,35%,2.53,51%,0.00,0%,42%,0.8
Mateusz Gamrot,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",3.47,41%,2.47,56%,5.00,31%,100%,0.0
Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990",4.27,46%,2.13,58%,0.00,0%,50%,0.0
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981",2.13,41%,2.83,55%,3.26,34%,69%,0.7
Ariel Gandulla,"5' 11""",205 lbs.,,Orthodox,"May 07, 1968",1.95,23%,2.07,72%,1.88,66%,0%,0.0
Eduardo Garagorri,"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989",3.42,51%,2.36,58%,0.48,100%,61%,0.0
Sean Gannon,"6' 3""",265 lbs.,,Southpaw,,0.00,0%,6.38,28%,0.00,0%,50%,0.0
Ciryl Gane,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",5.04,55%,1.85,69%,1.13,26%,100%,0.5
Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",3.35,37%,3.33,65%,0.84,33%,100%,0.0
Leonard Garcia,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",2.77,24%,4.79,52%,0.30,26%,42%,0.5
Alejandro Garcia,"5' 7""",145 lbs.,,,,1.22,62%,1.14,65%,8.55,87%,66%,0.0
Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,"Feb 22, 1984",3.16,29%,4.23,60%,2.21,57%,50%,0.6
Nick Garcia,"5' 4""",125 lbs.,,,,0.67,25%,3.03,50%,0.00,0%,83%,5.1
Alex Garcia,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",1.81,31%,3.03,59%,3.72,52%,66%,0.1
Steve Garcia,"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992",4.31,55%,2.52,36%,0.61,25%,100%,0.6
Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 13, 1992",1.59,27%,5.05,50%,0.68,14%,33%,1.4
Rafa Garcia,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994",3.47,23%,6.60,54%,0.00,0%,100%,0.0
Rulon Gardner,"6' 3""",265 lbs.,,Orthodox,"Aug 16, 1971",2.05,25%,1.45,60%,0.75,100%,100%,0.0
David Gardner,"5' 11""",155 lbs.,,Orthodox,"May 17, 1977",0.17,100%,0.34,0%,0.00,0%,66%,0.0
Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,"Sep 16, 1983",3.37,44%,2.70,50%,0.94,25%,15%,1.3
Brian Gassaway,"6' 1""",170 lbs.,,Orthodox,"Aug 07, 1972",0.34,26%,3.65,44%,0.00,0%,42%,0.0
Azamat Gashimov,"5' 6""",125 lbs.,,Orthodox,"Apr 07, 1990",1.24,21%,4.75,53%,1.69,25%,0%,0.0
Willie Gates,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",1.80,38%,4.28,38%,0.00,0%,67%,0.4
Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,"Oct 24, 1991",3.64,43%,2.92,59%,1.22,39%,64%,0.1
Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,"Aug 28, 1984",2.34,37%,6.42,48%,0.57,40%,31%,1.1
Melissa Gatto,"5' 5""",135 lbs.,,Orthodox,"Feb 05, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Charlene Gellner,"5' 2""",125 lbs.,,,,2.01,42%,3.24,43%,0.00,0%,0%,1.7
Chad George,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982",1.26,50%,1.11,65%,3.08,46%,0%,1.3
Paul Georgieff,"6' 2""",170 lbs.,,Orthodox,"Sep 22, 1982",2.55,40%,2.34,35%,0.00,0%,0%,0.0
Brian Geraghty,"5' 7""",155 lbs.,,Orthodox,"Nov 04, 1980",0.47,25%,9.77,36%,0.00,0%,50%,0.0
Derek Getzel,"6' 0""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989",1.20,20%,1.80,76%,0.00,0%,0%,0.0
Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",2.88,41%,2.59,51%,3.11,39%,50%,0.3
Darrel Gholar,"5' 8""",194 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995",1.93,38%,2.80,40%,1.00,16%,0%,0.0
Tiki Ghosn,"5' 10""",170 lbs.,,Orthodox,"Feb 09, 1977",2.78,46%,2.94,58%,0.41,50%,61%,0.0
Nick Gibbons,"5' 10""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
James Giboo,"5' 11""",170 lbs.,,Orthodox,"Jan 06, 1978",1.20,27%,7.08,39%,0.00,0%,0%,0.0
Lance Gibson,"5' 9""",185 lbs.,,Orthodox,"Nov 20, 1970",1.21,75%,6.44,20%,0.00,0%,0%,0.0
Lee Gibson,"5' 7""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chase Gibson,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990",3.13,54%,6.40,52%,0.00,0%,0%,0.0
Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,"Sep 11, 1987",2.47,31%,2.54,63%,1.85,38%,58%,0.4
Kenny Giddens,"5' 11""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",3.97,37%,6.45,37%,0.50,33%,33%,0.0
Kultar Gill,"6' 0""",154 lbs.,,Orthodox,"Mar 24, 1979",1.14,50%,0.40,41%,1.71,66%,38%,0.0
Trevin Giles,"6' 0""",185 lbs.,"74""",Orthodox,"Aug 06, 1992",3.26,56%,1.88,62%,1.37,80%,79%,0.3
Joey Gilbert,"5' 11""",155 lbs.,,Orthodox,"Jun 05, 1976",0.61,42%,4.44,31%,0.00,0%,0%,0.0
Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.58,49%,2.14,60%,7.02,47%,0%,0.9
Jesse Gillespie,,185 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason Gilliam,"6' 0""",170 lbs.,,Orthodox,,0.79,33%,3.14,42%,0.00,0%,0%,0.0
Krishaun Gilmore,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alex Gilpin,"5' 7""",145 lbs.,,Orthodox,"Mar 26, 1992",6.80,54%,12.29,42%,2.17,25%,0%,2.2
Bob Gilstrap,"6' 3""",200 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Demetrius Gioulacos,"5' 11""",185 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Billy Giovanella,"5' 8""",125 lbs.,,,"Aug 20, 1985",1.27,40%,2.02,52%,0.87,12%,100%,1.7
He-Man Gipson,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Israel Giron,"5' 8""",155 lbs.,,,"Jan 16, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason Glaza,"6' 0""",230 lbs.,,,,4.34,54%,0.43,40%,4.34,100%,0%,4.3
Joseph Gigliotti,"5' 11""",185 lbs.,,Orthodox,"Aug 13, 1993",1.04,39%,2.92,45%,1.56,100%,50%,0.8
Brandon Girtz,"5' 7""",155 lbs.,,,"Mar 06, 1985",2.50,60%,1.92,47%,5.76,100%,100%,0.0
Mike Glenn,,205 lbs.,,,"Oct 09, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,"Apr 12, 1989",4.31,42%,4.29,53%,0.67,13%,66%,0.3
Clint Godfrey,"5' 6""",135 lbs.,,Southpaw,"Oct 21, 1982",0.57,31%,0.96,65%,0.85,25%,50%,0.0
Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983",3.97,53%,3.30,54%,0.00,0%,28%,0.0
Jason Godsey,"6' 2""",230 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jonny Goh,"5' 11""",155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Hannah Goldy,"5' 4""",125 lbs.,"61""",Orthodox,"May 18, 1992",6.53,46%,3.90,55%,0.00,0%,66%,0.0
Allan Goes,"6' 0""",205 lbs.,,Orthodox,"Apr 20, 1971",0.64,52%,1.35,41%,1.75,40%,0%,2.6
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992",4.27,58%,4.30,45%,0.45,50%,87%,0.5
Alan Gomez,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sergio Gomez,"5' 6""",155 lbs.,,Orthodox,"Apr 29, 1982",1.50,42%,1.16,56%,2.57,66%,31%,0.0
Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986",1.52,48%,0.79,66%,1.14,60%,70%,0.8
David Gomez,,155 lbs.,,,"Aug 08, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ulysses Gomez,"5' 6""",125 lbs.,,Orthodox,"May 25, 1983",2.72,25%,3.57,68%,0.00,0%,0%,0.0
Edson Gomez,"5' 8""",170 lbs.,"69""",Switch,"Feb 23, 1991",2.66,32%,8.78,45%,0.00,0%,0%,0.0
Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",3.73,49%,3.33,50%,2.00,28%,0%,0.0
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995",1.57,33%,4.03,55%,4.48,50%,33%,0.0
Silvana Gomez Juarez,"5' 3""",125 lbs.,,Orthodox,"Jun 12, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Akihiro Gono,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5
Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",3.81,41%,3.52,60%,1.23,65%,63%,0.8
Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.80,39%,66%,1.1
Nick Gonzalez,"5' 6""",155 lbs.,,Orthodox,"Mar 03, 1981",0.59,20%,2.35,33%,0.00,0%,50%,0.0
Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991",6.67,80%,0.87,43%,14.00,73%,100%,0.0
Fabian Gonzalez,"5' 10""",135 lbs.,,,,3.90,48%,4.39,51%,0.00,0%,66%,0.0
Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983",4.47,47%,4.03,65%,0.86,33%,43%,1.4
Lewis Gonzalez,"5' 10""",170 lbs.,,Orthodox,"Sep 19, 1987",1.40,37%,1.87,41%,2.00,33%,62%,0.0
Jorge Gonzalez,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 29, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",3.06,39%,3.13,58%,0.00,0%,30%,1.0
Kier Gooch,,155 lbs.,,,"Apr 21, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Pearl Gonzalez,"5' 4""",115 lbs.,,Orthodox,"Aug 12, 1986",2.23,37%,4.07,57%,1.04,11%,0%,0.5
Mikey Gonzalez,"5' 11""",155 lbs.,"74""",Orthodox,"Aug 13, 1985",0.91,16%,14.55,11%,0.00,0%,0%,0.0
Jared Gooden,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",6.67,47%,11.20,49%,1.00,100%,100%,0.0
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",5.34,48%,4.01,63%,0.27,100%,75%,0.0
Jordan Goodwin,,155 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gary Goodridge,"6' 3""",249 lbs.,,Orthodox,"Jan 17, 1966",1.84,56%,2.14,48%,0.40,100%,53%,0.8
Tebaris Gordon,"6' 1""",265 lbs.,,Orthodox,"Jul 19, 1988",3.53,16%,49.41,22%,0.00,0%,0%,0.0
Gerard Gordeau,"6' 5""",216 lbs.,,Orthodox,"Mar 30, 1959",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,32%,2.57,60%,1.93,83%,63%,0.0
Alex Gorgees,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995",0.67,32%,2.27,38%,0.00,0%,54%,0.0
Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",0.55,13%,3.87,54%,0.00,0%,0%,0.0
Jared Gordon,"5' 9""",145 lbs.,"68""",Orthodox,"Sep 06, 1988",5.54,56%,3.22,60%,2.81,39%,55%,0.0
Tim Gorman,"5' 5""",135 lbs.,,Southpaw,"Apr 29, 1983",2.73,31%,5.57,46%,1.00,9%,33%,0.0
Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 27, 1987",3.68,34%,5.64,50%,1.23,80%,83%,0.3
Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6
Chase Gormley,"6' 3""",265 lbs.,,Orthodox,,3.60,42%,6.03,44%,3.12,42%,0%,1.0
Todd Gouwenberg,"6' 1""",205 lbs.,,Orthodox,"Sep 25, 1974",0.52,23%,2.93,42%,1.57,33%,50%,0.0
Wilson Gouveia,"6' 1""",185 lbs.,"76""",Orthodox,"Oct 03, 1978",3.02,39%,4.06,56%,0.90,66%,57%,2.2
Justin Governale,,145 lbs.,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Crosley Gracie,"5' 9""",190 lbs.,,Orthodox,"Jul 18, 1979",1.69,37%,1.54,60%,3.46,85%,50%,0.6
Daniel Gracie,"6' 2""",225 lbs.,,Orthodox,,1.90,38%,1.33,59%,0.36,100%,80%,2.1
Hugo Govea,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Renzo Gracie,"5' 10""",185 lbs.,,Orthodox,"Mar 11, 1967",1.71,41%,1.67,55%,1.13,20%,40%,0.8
Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,"May 12, 1980",4.00,36%,7.65,51%,0.00,0%,0%,0.0
Ralph Gracie,"5' 9""",183 lbs.,,Orthodox,,0.86,37%,1.72,31%,0.00,0%,25%,4.0
Royce Gracie,"6' 1""",175 lbs.,,Southpaw,"Dec 12, 1966",0.88,41%,1.13,37%,0.00,0%,66%,0.8
Rickson Gracie,"5' 10""",185 lbs.,,Switch,"Nov 20, 1958",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,"Oct 04, 1985",1.61,46%,1.05,55%,2.50,75%,0%,1.7
Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,"Aug 14, 1974",0.82,61%,0.50,40%,2.83,75%,25%,0.9
Royler Gracie,"5' 8""",150 lbs.,,Southpaw,"Dec 06, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rodrigo Gracie,"6' 0""",183 lbs.,,Orthodox,"Apr 11, 1975",1.34,51%,0.86,46%,1.49,50%,75%,0.4
Cesar Gracie,"5' 10""",181 lbs.,,Orthodox,,0.00,0%,17.14,50%,0.00,0%,0%,0.0
Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,"Jul 14, 1978",2.30,32%,3.38,55%,2.30,10%,0%,0.0
Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,"Sep 26, 1981",1.78,35%,1.79,61%,1.87,53%,60%,1.9
Igor Gracie,"5' 11""",170 lbs.,,,"Feb 04, 1980",1.86,60%,0.99,50%,3.72,50%,0%,3.7
Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",5.15,41%,8.13,53%,0.88,25%,0%,0.9
Steven Graham,"6' 1""",290 lbs.,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Miranda Granger,"5' 7""",125 lbs.,"68""",Orthodox,"Apr 13, 1992",2.91,48%,2.64,59%,0.00,0%,40%,0.0
Scott Graham,"6' 4""",185 lbs.,,Orthodox,,0.91,42%,2.27,28%,0.00,0%,0%,0.0
